Start,Connection,Database,Query,Time (secs),Columns,Records
14:11:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.types AS sys_type JOIN sys.types AS system_type ON sys_type.system_type_id = system_type.system_type_id WHERE sys_type.is_user_defined = 1 AND system_type.is_user_defined <> 1 AND SCHEMA_NAME ( sys_type.schema_id ) = N'dbo'",0.047,1,1
14:11:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.views WHERE SCHEMA_NAME( schema_id ) = N'dbo'",0.044,1,1
14:11:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"BEGIN TRANSACTION;  -- CREATE LINK ""lnk_Warehouse_Shipment"" ------------------------ ALTER TABLE [dbo].[Shipment] 	ADD CONSTRAINT [lnk_Warehouse_Shipment] 	FOREIGN KEY ([WarehouseID]) 	REFERENCES [dbo].[Warehouse]( [WarehouseID] ) 	ON DELETE No Action 	ON UPDATE Cascade GO; -- -------------------------------------------------------------  -- CHANGE ""ENABLED"" OF ""LINK ""lnk_Warehouse_Shipment"" ---------- ALTER TABLE [dbo].[Shipment] NOCHECK CONSTRAINT [lnk_Warehouse_Shipment] GO; -- -------------------------------------------------------------  COMMIT TRANSACTION; ",0.142,0,0
14:11:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT sys_fk.name AS 'FKName',     OBJECT_NAME( sys_fk.parent_object_id ) AS ChildTable,     OBJECT_NAME ( sys_fk.referenced_object_id ) AS ParentTable,     sys_sch_c.name AS 'Child Schema',     sys_sch_p.name AS 'Parent Schema',     sys_fk.is_disabled,     sys_fk.is_not_for_replication,     sys_fk.delete_referential_action_desc AS DeleteRule,     sys_fk.update_referential_action_desc AS UpdateRule,      (          SELECT              COL_NAME( sys_fk_col_fk.parent_object_id, sys_fk_col_fk.parent_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_fk ON sys_fk_fk.OBJECT_ID = sys_fk_col_fk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'FK_Fields',      (          SELECT              COL_NAME( sys_fk_col_pk.referenced_object_id , sys_fk_col_pk.referenced_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_pk ON sys_fk_fk.OBJECT_ID = sys_fk_col_pk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'PK_Fields'     FROM sys.foreign_keys AS sys_fk         INNER JOIN sys.tables AS sys_t_c 	ON sys_fk.parent_object_id = sys_t_c.object_id         INNER JOIN sys.schemas AS sys_sch_c ON sys_t_c.schema_id = sys_sch_c.schema_id         INNER JOIN sys.tables AS sys_t_p 	ON sys_fk.referenced_object_id = sys_t_p.object_id         INNER JOIN sys.schemas AS sys_sch_p ON sys_sch_p.schema_id = sys_t_p.schema_id     WHERE ( sys_sch_c.name = N'dbo' OR sys_sch_p.name = N'dbo' )",0.042,11,11
14:11:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', DEFAULT, DEFAULT, DEFAULT, DEFAULT )",0.045,2,0
14:11:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_obj INNER JOIN sys.schemas AS sys_sch ON sys_obj.schema_id = sys_sch.schema_id WHERE sys_obj.type IN ('FN', 'IF', 'TF', 'P') AND sys_sch.name = N'dbo'",0.049,1,1
14:11:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.synonyms AS sys_syn WHERE SCHEMA_NAME ( sys_syn.schema_id ) = N'dbo'",0.043,1,1
14:11:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.types AS sys_type JOIN sys.types AS system_type ON sys_type.system_type_id = system_type.system_type_id WHERE sys_type.is_user_defined = 1 AND system_type.is_user_defined <> 1 AND SCHEMA_NAME ( sys_type.schema_id ) = N'dbo'",0.047,1,1
14:11:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.views WHERE SCHEMA_NAME( schema_id ) = N'dbo'",0.046,1,1
14:12:01,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"( SELECT name AS fld_ident, 2 AS fld_kind FROM sys.schemas ) UNION ( SELECT sys_sch.name + '.' + sys_t.name AS fld_ident, 1 AS fld_kind FROM sys.tables AS sys_t JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id ) UNION ( SELECT name AS fld_ident, 1 AS fld_kind FROM sys.tables ) UNION ( SELECT sys_sch.name + '.' + sys_t.name + '.' + sys_col.name AS fld_ident, 3 AS fld_kind FROM sys.columns sys_col JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id ) UNION ( SELECT sys_t.name + '.' + sys_col.name AS fld_ident, 3 AS fld_kind FROM sys.columns sys_col JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id ) UNION ( SELECT name AS fld_ident, 3 AS fld_kind FROM sys.columns ) ",0.067,2,801
14:12:01,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,"","SELECT  name, type_desc FROM    sys.all_objects WHERE is_ms_shipped = 1 AND type IN( 'af', 'fn', 'fs', 'ft', 'if', 'p', 'pc', 'rf', 'tf', 'x') ORDER BY type",0.123,2,1686
14:12:07,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"BEGIN TRANSACTION;  -- CREATE LINK ""lnk_Warehouse_Shipment"" ------------------------ ALTER TABLE [dbo].[Shipment] 	ADD CONSTRAINT [lnk_Warehouse_Shipment] 	FOREIGN KEY ([WarehouseID]) 	REFERENCES [dbo].[Warehouse]( [WarehouseID] ) 	ON DELETE Cascade 	ON UPDATE Cascade GO; -- -------------------------------------------------------------  -- CHANGE ""ENABLED"" OF ""LINK ""lnk_Warehouse_Shipment"" ---------- ALTER TABLE [dbo].[Shipment] NOCHECK CONSTRAINT [lnk_Warehouse_Shipment] GO; -- -------------------------------------------------------------  COMMIT TRANSACTION; ",0.141,0,0
14:12:07,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT sys_fk.name AS 'FKName',     OBJECT_NAME( sys_fk.parent_object_id ) AS ChildTable,     OBJECT_NAME ( sys_fk.referenced_object_id ) AS ParentTable,     sys_sch_c.name AS 'Child Schema',     sys_sch_p.name AS 'Parent Schema',     sys_fk.is_disabled,     sys_fk.is_not_for_replication,     sys_fk.delete_referential_action_desc AS DeleteRule,     sys_fk.update_referential_action_desc AS UpdateRule,      (          SELECT              COL_NAME( sys_fk_col_fk.parent_object_id, sys_fk_col_fk.parent_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_fk ON sys_fk_fk.OBJECT_ID = sys_fk_col_fk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'FK_Fields',      (          SELECT              COL_NAME( sys_fk_col_pk.referenced_object_id , sys_fk_col_pk.referenced_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_pk ON sys_fk_fk.OBJECT_ID = sys_fk_col_pk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'PK_Fields'     FROM sys.foreign_keys AS sys_fk         INNER JOIN sys.tables AS sys_t_c 	ON sys_fk.parent_object_id = sys_t_c.object_id         INNER JOIN sys.schemas AS sys_sch_c ON sys_t_c.schema_id = sys_sch_c.schema_id         INNER JOIN sys.tables AS sys_t_p 	ON sys_fk.referenced_object_id = sys_t_p.object_id         INNER JOIN sys.schemas AS sys_sch_p ON sys_sch_p.schema_id = sys_t_p.schema_id     WHERE ( sys_sch_c.name = N'dbo' OR sys_sch_p.name = N'dbo' )",0.045,11,11
14:12:07,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', DEFAULT, DEFAULT, DEFAULT, DEFAULT )",0.041,2,0
14:12:07,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_obj INNER JOIN sys.schemas AS sys_sch ON sys_obj.schema_id = sys_sch.schema_id WHERE sys_obj.type IN ('FN', 'IF', 'TF', 'P') AND sys_sch.name = N'dbo'",0.048,1,1
14:12:07,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.synonyms AS sys_syn WHERE SCHEMA_NAME ( sys_syn.schema_id ) = N'dbo'",0.048,1,1
14:12:07,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.types AS sys_type JOIN sys.types AS system_type ON sys_type.system_type_id = system_type.system_type_id WHERE sys_type.is_user_defined = 1 AND system_type.is_user_defined <> 1 AND SCHEMA_NAME ( sys_type.schema_id ) = N'dbo'",0.042,1,1
14:12:07,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.views WHERE SCHEMA_NAME( schema_id ) = N'dbo'",0.042,1,1
14:13:00,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"BEGIN TRANSACTION;  -- CREATE LINK ""lnk_Warehouse_Shipment"" ------------------------ ALTER TABLE [dbo].[Shipment] 	ADD CONSTRAINT [lnk_Warehouse_Shipment] 	FOREIGN KEY ([WarehouseID]) 	REFERENCES [dbo].[Warehouse]( [WarehouseID] ) 	ON DELETE Set Default 	ON UPDATE Set Default GO; -- -------------------------------------------------------------  -- CHANGE ""ENABLED"" OF ""LINK ""lnk_Warehouse_Shipment"" ---------- ALTER TABLE [dbo].[Shipment] NOCHECK CONSTRAINT [lnk_Warehouse_Shipment] GO; -- -------------------------------------------------------------  COMMIT TRANSACTION; ",0.130,0,0
14:13:00,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT sys_fk.name AS 'FKName',     OBJECT_NAME( sys_fk.parent_object_id ) AS ChildTable,     OBJECT_NAME ( sys_fk.referenced_object_id ) AS ParentTable,     sys_sch_c.name AS 'Child Schema',     sys_sch_p.name AS 'Parent Schema',     sys_fk.is_disabled,     sys_fk.is_not_for_replication,     sys_fk.delete_referential_action_desc AS DeleteRule,     sys_fk.update_referential_action_desc AS UpdateRule,      (          SELECT              COL_NAME( sys_fk_col_fk.parent_object_id, sys_fk_col_fk.parent_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_fk ON sys_fk_fk.OBJECT_ID = sys_fk_col_fk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'FK_Fields',      (          SELECT              COL_NAME( sys_fk_col_pk.referenced_object_id , sys_fk_col_pk.referenced_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_pk ON sys_fk_fk.OBJECT_ID = sys_fk_col_pk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'PK_Fields'     FROM sys.foreign_keys AS sys_fk         INNER JOIN sys.tables AS sys_t_c 	ON sys_fk.parent_object_id = sys_t_c.object_id         INNER JOIN sys.schemas AS sys_sch_c ON sys_t_c.schema_id = sys_sch_c.schema_id         INNER JOIN sys.tables AS sys_t_p 	ON sys_fk.referenced_object_id = sys_t_p.object_id         INNER JOIN sys.schemas AS sys_sch_p ON sys_sch_p.schema_id = sys_t_p.schema_id     WHERE ( sys_sch_c.name = N'dbo' OR sys_sch_p.name = N'dbo' )",0.041,11,11
14:13:00,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', DEFAULT, DEFAULT, DEFAULT, DEFAULT )",0.043,2,0
14:13:00,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_obj INNER JOIN sys.schemas AS sys_sch ON sys_obj.schema_id = sys_sch.schema_id WHERE sys_obj.type IN ('FN', 'IF', 'TF', 'P') AND sys_sch.name = N'dbo'",0.045,1,1
14:13:00,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.synonyms AS sys_syn WHERE SCHEMA_NAME ( sys_syn.schema_id ) = N'dbo'",0.046,1,1
14:13:00,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.types AS sys_type JOIN sys.types AS system_type ON sys_type.system_type_id = system_type.system_type_id WHERE sys_type.is_user_defined = 1 AND system_type.is_user_defined <> 1 AND SCHEMA_NAME ( sys_type.schema_id ) = N'dbo'",0.043,1,1
14:13:00,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.views WHERE SCHEMA_NAME( schema_id ) = N'dbo'",0.045,1,1
14:13:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"BEGIN TRANSACTION;  -- CREATE LINK ""lnk_Shipment_Warehouse"" ------------------------ ALTER TABLE [dbo].[Warehouse] 	ADD CONSTRAINT [lnk_Shipment_Warehouse] 	FOREIGN KEY ([WarehouseID]) 	REFERENCES [dbo].[Shipment]( [WarehouseID] ) 	ON DELETE Cascade 	ON UPDATE Cascade GO; -- -------------------------------------------------------------  -- CHANGE ""ENABLED"" OF ""LINK ""lnk_Shipment_Warehouse"" ---------- ALTER TABLE [dbo].[Warehouse] NOCHECK CONSTRAINT [lnk_Shipment_Warehouse] GO; -- -------------------------------------------------------------  COMMIT TRANSACTION; ",0.140,0,0
14:13:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT sys_fk.name AS 'FKName',     OBJECT_NAME( sys_fk.parent_object_id ) AS ChildTable,     OBJECT_NAME ( sys_fk.referenced_object_id ) AS ParentTable,     sys_sch_c.name AS 'Child Schema',     sys_sch_p.name AS 'Parent Schema',     sys_fk.is_disabled,     sys_fk.is_not_for_replication,     sys_fk.delete_referential_action_desc AS DeleteRule,     sys_fk.update_referential_action_desc AS UpdateRule,      (          SELECT              COL_NAME( sys_fk_col_fk.parent_object_id, sys_fk_col_fk.parent_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_fk ON sys_fk_fk.OBJECT_ID = sys_fk_col_fk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'FK_Fields',      (          SELECT              COL_NAME( sys_fk_col_pk.referenced_object_id , sys_fk_col_pk.referenced_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_pk ON sys_fk_fk.OBJECT_ID = sys_fk_col_pk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'PK_Fields'     FROM sys.foreign_keys AS sys_fk         INNER JOIN sys.tables AS sys_t_c 	ON sys_fk.parent_object_id = sys_t_c.object_id         INNER JOIN sys.schemas AS sys_sch_c ON sys_t_c.schema_id = sys_sch_c.schema_id         INNER JOIN sys.tables AS sys_t_p 	ON sys_fk.referenced_object_id = sys_t_p.object_id         INNER JOIN sys.schemas AS sys_sch_p ON sys_sch_p.schema_id = sys_t_p.schema_id     WHERE ( sys_sch_c.name = N'dbo' OR sys_sch_p.name = N'dbo' )",0.052,11,11
14:13:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', DEFAULT, DEFAULT, DEFAULT, DEFAULT )",0.042,2,0
14:13:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_obj INNER JOIN sys.schemas AS sys_sch ON sys_obj.schema_id = sys_sch.schema_id WHERE sys_obj.type IN ('FN', 'IF', 'TF', 'P') AND sys_sch.name = N'dbo'",0.047,1,1
14:13:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.synonyms AS sys_syn WHERE SCHEMA_NAME ( sys_syn.schema_id ) = N'dbo'",0.045,1,1
14:13:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.types AS sys_type JOIN sys.types AS system_type ON sys_type.system_type_id = system_type.system_type_id WHERE sys_type.is_user_defined = 1 AND system_type.is_user_defined <> 1 AND SCHEMA_NAME ( sys_type.schema_id ) = N'dbo'",0.043,1,1
14:13:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.views WHERE SCHEMA_NAME( schema_id ) = N'dbo'",0.045,1,1
14:13:52,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"BEGIN TRANSACTION;  -- CREATE LINK ""lnk_Shipment_Warehouse"" ------------------------ ALTER TABLE [dbo].[Warehouse] 	ADD CONSTRAINT [lnk_Shipment_Warehouse] 	FOREIGN KEY ([WarehouseID]) 	REFERENCES [dbo].[Shipment]( [WarehouseID], [ShipmentID] ) 	ON DELETE Cascade 	ON UPDATE Cascade GO; -- -------------------------------------------------------------  -- CHANGE ""ENABLED"" OF ""LINK ""lnk_Shipment_Warehouse"" ---------- ALTER TABLE [dbo].[Warehouse] NOCHECK CONSTRAINT [lnk_Shipment_Warehouse] GO; -- -------------------------------------------------------------  COMMIT TRANSACTION; ",0.134,0,0
14:13:52,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT sys_fk.name AS 'FKName',     OBJECT_NAME( sys_fk.parent_object_id ) AS ChildTable,     OBJECT_NAME ( sys_fk.referenced_object_id ) AS ParentTable,     sys_sch_c.name AS 'Child Schema',     sys_sch_p.name AS 'Parent Schema',     sys_fk.is_disabled,     sys_fk.is_not_for_replication,     sys_fk.delete_referential_action_desc AS DeleteRule,     sys_fk.update_referential_action_desc AS UpdateRule,      (          SELECT              COL_NAME( sys_fk_col_fk.parent_object_id, sys_fk_col_fk.parent_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_fk ON sys_fk_fk.OBJECT_ID = sys_fk_col_fk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'FK_Fields',      (          SELECT              COL_NAME( sys_fk_col_pk.referenced_object_id , sys_fk_col_pk.referenced_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_pk ON sys_fk_fk.OBJECT_ID = sys_fk_col_pk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'PK_Fields'     FROM sys.foreign_keys AS sys_fk         INNER JOIN sys.tables AS sys_t_c 	ON sys_fk.parent_object_id = sys_t_c.object_id         INNER JOIN sys.schemas AS sys_sch_c ON sys_t_c.schema_id = sys_sch_c.schema_id         INNER JOIN sys.tables AS sys_t_p 	ON sys_fk.referenced_object_id = sys_t_p.object_id         INNER JOIN sys.schemas AS sys_sch_p ON sys_sch_p.schema_id = sys_t_p.schema_id     WHERE ( sys_sch_c.name = N'dbo' OR sys_sch_p.name = N'dbo' )",0.046,11,11
14:13:52,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', DEFAULT, DEFAULT, DEFAULT, DEFAULT )",0.044,2,0
14:13:52,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_obj INNER JOIN sys.schemas AS sys_sch ON sys_obj.schema_id = sys_sch.schema_id WHERE sys_obj.type IN ('FN', 'IF', 'TF', 'P') AND sys_sch.name = N'dbo'",0.046,1,1
14:13:52,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.synonyms AS sys_syn WHERE SCHEMA_NAME ( sys_syn.schema_id ) = N'dbo'",0.043,1,1
14:13:52,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.types AS sys_type JOIN sys.types AS system_type ON sys_type.system_type_id = system_type.system_type_id WHERE sys_type.is_user_defined = 1 AND system_type.is_user_defined <> 1 AND SCHEMA_NAME ( sys_type.schema_id ) = N'dbo'",0.043,1,1
14:13:52,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.views WHERE SCHEMA_NAME( schema_id ) = N'dbo'",0.049,1,1
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'ActualMiles'  AND i.index_id > 0  ORDER BY c.name;",0.058,2,1
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'ActualWeight'  AND i.index_id > 0  ORDER BY c.name;",0.045,2,1
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'ContactID'  AND i.index_id > 0  ORDER BY c.name;",0.045,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'Contents'  AND i.index_id > 0  ORDER BY c.name;",0.050,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'CustComments'  AND i.index_id > 0  ORDER BY c.name;",0.044,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'DeliverBy'  AND i.index_id > 0  ORDER BY c.name;",0.052,2,0
14:14:12,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Shipment') AND c.name = N'DriverComments'  AND i.index_id > 0  ORDER BY c.name;",0.047,2,0
